,0,1
169,-285.09411677644584,-252.17039489746094
170,-221.02651810287065,-263.1658630371094
171,-257.169482773652,-264.7570495605469
172,-228.0212748737903,-253.71197509765625
173,-326.23876442429776,-246.03192138671875
174,-297.77953984449215,-257.9999084472656
175,-189.97758631358653,-277.7841796875
176,-192.53549944205056,-275.60662841796875
177,-290.83473216559867,-247.49462890625
178,-299.1619065385322,-252.8365936279297
179,-306.38028509446417,-253.16944885253906
180,-240.81451627423212,-257.3808288574219
181,-299.39954254494785,-232.48143005371094
182,-187.36830304043633,-260.37286376953125
183,-348.67548184888335,-231.507080078125
184,-295.9948383661785,-228.2636260986328
185,-221.44417059097154,-243.4043426513672
186,-225.60057979095828,-244.61349487304688
187,-240.20288490919046,-235.76458740234375
188,-267.6787227334306,-235.05819702148438
189,-203.07920926510786,-246.85960388183594
190,-281.328870721766,-221.61607360839844
191,-242.74867541794893,-232.50770568847656
192,-254.84484551851762,-223.69439697265625
193,-243.2998824747771,-236.13302612304688
194,-175.1443280416865,-245.3239288330078
195,-200.84033907001887,-224.96044921875
196,-229.05532530595923,-218.4609375
197,-223.10045970772936,-211.3333282470703
198,-279.8046357780719,-197.70127868652344
199,-223.3484497614898,-217.20663452148438
200,-228.62719062294173,-211.9384307861328
201,-192.583450338942,-215.66845703125
202,-202.4766409105738,-212.70477294921875
203,-150.82082913533227,-214.77542114257812
204,-241.22120442164623,-197.66778564453125
205,-204.72109225531477,-190.3348388671875
206,-225.54250525270245,-190.04571533203125
207,-219.24784319821316,-201.8594207763672
208,-265.2673366029652,-204.63658142089844
209,-178.98149146530562,-221.5882568359375
210,-193.36743423205246,-215.02244567871094
211,-199.40124297060112,-226.09979248046875
212,-189.93509607716362,-223.67198181152344
213,-209.46139040828956,-220.71966552734375
214,-224.94325311771982,-224.14979553222656
215,-217.98050044722854,-220.55885314941406
216,-232.67653760984726,-212.48130798339844
217,-248.61082734193928,-204.11190795898438
218,-227.10376736897197,-221.35382080078125
219,-249.67468084192024,-215.5742645263672
220,-176.40408559174207,-227.93919372558594
221,-238.65656304416316,-210.5785675048828
222,-241.2825623557532,-204.92701721191406
223,-254.97241361891437,-213.6934814453125
224,-237.58006632307584,-218.27621459960938
225,-232.3823160632715,-224.05987548828125
226,-222.4741609668925,-240.06813049316406
227,-200.7989153020296,-254.15042114257812
228,-234.3522451633562,-243.38999938964844
229,-272.2802137071642,-233.61361694335938
230,-198.23933902075524,-246.69302368164062
231,-293.1045558475798,-245.45680236816406
232,-215.99301464341133,-245.1136932373047
233,-205.6388535138486,-245.6761474609375
234,-214.78933394790087,-242.00726318359375
235,-262.1467051433881,-225.1847686767578
236,-289.5847888409053,-220.3563232421875
237,-263.93575498365306,-219.40481567382812
238,-202.490137665179,-230.9186248779297
239,-296.2533072288567,-217.1982879638672
240,-241.54766669842138,-244.22299194335938
241,-219.19826806422674,-254.94482421875
242,-169.8957725357158,-260.77716064453125
243,-256.6084501281204,-249.2065887451172
244,-234.18890190534412,-250.3166961669922
245,-256.80843605519186,-244.47988891601562
246,-212.58472309263206,-254.5625457763672
247,-192.51933242938767,-254.98260498046875
248,-188.2364137108916,-249.0734100341797
249,-207.90196474241847,-223.9726104736328
250,-220.3405049029318,-214.73699951171875
251,-214.32753305680916,-202.58807373046875
252,-178.591954896606,-202.27430725097656
253,-188.2040954985193,-200.77964782714844
254,-214.20957259518028,-189.1422119140625
255,-200.62201858978136,-173.73867797851562
256,-240.5312585332109,-175.21580505371094
257,-204.26698210513013,-176.00645446777344
258,-214.80704252908748,-177.07644653320312
259,-216.29707898269044,-196.81346130371094
260,-217.14133499658956,-206.53973388671875
261,-246.88062748636557,-207.71949768066406
262,-213.3361721922825,-225.94322204589844
